"","P09923","P05186","P05187","P10696","A0A2R8YDJ8.1","A0A2R8YDJ8.2","O60729.1","O60729.2","Q16667","P28562","Q05923","Q13115","Q16690","Q9Y6W6","O75319","Q9UNI6","Q6FI36","Q8NEJ0","Q9H596","Q4G0W2","Q9H1R2","Q9NRW4","Q8WTR2","Q9BVJ7","Q68J44","Q9UII6","Q9BV47","Q5VZP5","P51452","Q16828","Q16829","Q99956","Q9BY84","Q13202","O95278","Q93096","Q12974","O75365","A2A3K4","Q8WUK0","O60942","Q8WYL5","Q76I76","Q8TE77","Q8WUJ0","Q9Y6J8","Q13496","Q13613","Q13614","Q9NXD2","A4FU01","Q9C0I1","Q8NCE2","Q13615","Q9NYA4","O95248","Q86WG5","Q9Y217","Q9Y216","Q96EF0","Q96QG7","Q9ULE6.1","Q9ULE6.2","O75061","O14976","P60484","Q9HBL0","Q63HR2","Q68CZ2","P56180","Q6XPS3","P18031","P17706","Q05209","Q99952","Q9Y2R2","Q12923","Q4JDL3","Q15678","Q16825","Q9H3S7","P26045","P29074","P54829","P35236","Q15256","Q06124","Q53XS4","Q6IQ43","P18433.1","P18433.2","P23469.1","P23469.2","P23467","Q9HD43","Q12913","Q16827","A0A087WZU1","P08575.1","P08575.2","Q2HXI4.1","Q2HXI4.2","P10586.1","P10586.2","Q13332.1","Q13332.2","P23470.1","P23470.2","P23471.1","P23471.2","Q5TG12.1","Q5TG12.2","P28827.1","P28827.2","O14522.1","O14522.2","Q92729.1","Q92729.2","Q16849","Q92932","Q92562","Q9Y2H2","Q9NTJ5","O43426","O15056","P24666","Q9NP77","P30304","P30305","P30307","Q99502","O00167","Q99504","A0A0S2Z3Q2","Q05D32","O95476","Q9Y5B0","Q9GZU7","O14595","O15194","Q3ZCQ8","Q8WVY7","Q9BXW7","Q9H0R4","Q9H008","Q96GD0","A6NDG6","P16118","O60825","Q16875","Q16877","P07738","Q6FHU2","P15259","Q8N0Y7","Q96HS1","P57075","Q8TF42","Q9NQ88","P11117","P15309","Q9BZG2","Q9NPH0","Q9UNW1","B7WPL9","A0A087WZV0","Q8TE99","Q9NRX4","Q9H0C8","Q9P0J1","Q9P2J9","O60346","Q6ZVD8","A8MPX8","P35813","O75688","Q8N819","O15297","Q8WY54","P49593","O15355","Q9ULR3","Q5JR12","Q96MI6","Q8N3J5","Q5SGD2","Q8NI37","Q15750","P13686","Q6ZNF0","P62136","P62140","P36873","P67775","P62714","Q08209","P16298","P48454","P60510","P53041","O00743","O14829","O14830","Q8IXW5"
"Q96QG7",0.87122,0.89916,0.87011,0.86871,0.88952,0.90068,0.89446,0.88046,0.89638,0.8888,0.87556,0.87791,0.87412,0.88629,0.87633,0.88525,0.87718,0.8915,0.88073,0.88235,0.88157,0.87439,0.88934,0.86886,0.88161,0.85423,0.8829,0.87434,0.88641,0.88228,0.89143,0.89081,0.86465,0.88755,0.88252,0.88919,0.88105,0.89459,0.86828,0.87666,0.88115,0.88512,0.89882,0.89593,0.86758,0.88103,0.79887,0.78329,0.80395,0.87695,0.87194,0.88712,0.87937,0.84534,0.82519,0.88748,0.87418,0.78623,0.80212,0.7811,0,0.8762,0.88587,0.87086,0.87825,0.87599,0.86404,0.86249,0.8784,0.89859,0.87892,0.85848,0.87456,0.88345,0.89415,0.87756,0.89583,0.89336,0.87905,0.86823,0.89022,0.89336,0.89613,0.88512,0.87746,0.88169,0.86995,0.87367,0.89917,0.8951,0.86861,0.88376,0.8896,0.902,0.88373,0.89154,0.86748,0.86836,0.8849,0.90108,0.85,0.89359,0.86199,0.88835,0.87607,0.8911,0.8726,0.87412,0.89161,0.88032,0.88205,0.87868,0.88553,0.86664,0.89224,0.8867,0.88576,0.87822,0.86666,0.87303,0.90156,0.8836,0.87636,0.90135,0.88585,0.86848,0.87755,0.88386,0.87479,0.89031,0.8832,0.89529,0.87908,0.88294,0.89102,0.89278,0.87524,0.87548,0.88296,0.88519,0.88055,0.87787,0.89556,0.88928,0.88728,0.87994,0.89337,0.88971,0.89096,0.89137,0.8733,0.89839,0.88024,0.88203,0.88816,0.87561,0.89111,0.88415,0.89665,0.88568,0.89373,0.87227,0.88898,0.89454,0.89552,0.8904,0.89483,0.88272,0.89343,0.87951,0.88356,0.87798,0.87544,0.88156,0.89519,0.88263,0.87244,0.85224,0.85924,0.88778,0.89209,0.89215,0.868,0.88151,0.8851,0.89329,0.88403,0.86516,0.89743,0.88194,0.87426,0.87603,0.86796,0.86806,0.87771,0.86956,0.86568,0.88614,0.88694,0.9024,0.89195,0.89247,0.87834,0.88404
"Q9ULE6|1",0.90082,0.89929,0.89427,0.89761,0.8836,0.86189,0.88607,0.87554,0.89006,0.86904,0.86301,0.86959,0.87439,0.87433,0.88787,0.8742,0.85788,0.87554,0.87818,0.85954,0.83996,0.87594,0.87215,0.87324,0.88075,0.87228,0.89183,0.87061,0.8661,0.89066,0.87325,0.87244,0.86757,0.85384,0.86963,0.87433,0.86429,0.87314,0.87914,0.86199,0.87356,0.87838,0.87966,0.85637,0.84511,0.87847,0.88019,0.88876,0.87535,0.88145,0.88337,0.89759,0.88112,0.89105,0.87619,0.89661,0.87476,0.89207,0.87676,0.88094,0.8762,0,0.8786,0.88078,0.87832,0.8814,0.86672,0.8573,0.87883,0.86842,0.88111,0.87407,0.85902,0.89049,0.86172,0.89271,0.88769,0.87788,0.89171,0.85099,0.83927,0.87027,0.87796,0.87422,0.88677,0.85459,0.86565,0.88751,0.8893,0.85168,0.87034,0.86998,0.87764,0.88658,0.87856,0.86673,0.87624,0.87259,0.85782,0.86064,0.89007,0.88357,0.89922,0.89462,0.87796,0.88812,0.9005,0.88798,0.86498,0.86596,0.88864,0.86169,0.8554,0.86858,0.87584,0.85745,0.88889,0.88917,0.87219,0.87331,0.87781,0.89123,0.88956,0.88532,0.87723,0.88706,0.88527,0.87553,0.88236,0.88858,0.88742,0.86601,0.86812,0.87283,0.87603,0.87195,0.84756,0.86993,0.86803,0.88031,0.88217,0.8773,0.86499,0.89402,0.8813,0.89964,0.863,0.87599,0.86863,0.87875,0.86092,0.89575,0.88897,0.88478,0.88382,0.87808,0.89246,0.90008,0.83519,0.8913,0.87626,0.90338,0.89737,0.88459,0.88331,0.87791,0.88739,0.85674,0.88793,0.88759,0.88569,0.87513,0.87326,0.88803,0.86988,0.88268,0.87499,0.89577,0.87649,0.8926,0.88964,0.87116,0.86666,0.8822,0.85255,0.8876,0.86448,0.87392,0.86185,0.8698,0.89737,0.88671,0.87482,0.89161,0.89574,0.85994,0.85628,0.8572,0.88918,0.89066,0.884,0.8981,0.8985,0.86378
"Q9ULE6|2",0.87433,0.88248,0.89011,0.8911,0.88102,0.85224,0.86772,0.87468,0.85593,0.88271,0.8727,0.89835,0.87806,0.88677,0.87747,0.8943,0.88584,0.87993,0.87865,0.87874,0.86972,0.88372,0.88032,0.86443,0.88761,0.88794,0.87957,0.88045,0.87578,0.88261,0.88294,0.88023,0.87958,0.88036,0.87499,0.87565,0.87635,0.87194,0.86774,0.84499,0.88532,0.86823,0.87839,0.88657,0.88318,0.88065,0.88002,0.87999,0.90494,0.89267,0.87973,0.88674,0.87902,0.89482,0.88303,0.87058,0.8582,0.8672,0.8826,0.86266,0.88587,0.8786,0,0.89189,0.87915,0.8785,0.86276,0.88945,0.89186,0.8882,0.88303,0.88528,0.90332,0.88213,0.89025,0.8822,0.88176,0.88408,0.89135,0.83666,0.88834,0.86454,0.87379,0.87137,0.88915,0.88111,0.89499,0.87951,0.88273,0.87622,0.89447,0.88639,0.87259,0.89487,0.88671,0.86663,0.85812,0.88177,0.8855,0.89474,0.87481,0.87197,0.87381,0.87392,0.88341,0.86507,0.87797,0.87843,0.86783,0.87984,0.88245,0.88536,0.86368,0.86878,0.88237,0.89605,0.87827,0.88501,0.88845,0.87372,0.89257,0.88079,0.88291,0.89046,0.8762,0.87774,0.85888,0.85749,0.89145,0.88701,0.86571,0.89866,0.88369,0.88543,0.87486,0.87425,0.87617,0.87807,0.89049,0.8838,0.87643,0.88956,0.88151,0.87872,0.86377,0.87321,0.86864,0.88835,0.87955,0.89129,0.89505,0.86279,0.8847,0.88686,0.87775,0.88199,0.8713,0.88106,0.8991,0.86742,0.88268,0.85325,0.8709,0.90368,0.87612,0.88022,0.86735,0.88037,0.88002,0.88985,0.88203,0.88022,0.89278,0.89345,0.8897,0.88653,0.88001,0.89886,0.86209,0.89629,0.89558,0.88343,0.88612,0.89369,0.88655,0.84499,0.86199,0.87503,0.87294,0.89364,0.87756,0.88297,0.851,0.88324,0.88278,0.89155,0.89565,0.86663,0.88856,0.88937,0.90059,0.88722,0.88505,0.88528
"O75061",0.88708,0.89463,0.88485,0.88843,0.85816,0.81693,0.86041,0.81987,0.85631,0.8117,0.85548,0.85485,0.85839,0.85772,0.8695,0.8542,0.83537,0.85547,0.83637,0.86209,0.8659,0.86175,0.86721,0.84818,0.8751,0.86369,0.87427,0.86738,0.82695,0.83369,0.82037,0.82809,0.85018,0.85616,0.86725,0.87043,0.87344,0.87312,0.8283,0.85953,0.81842,0.84295,0.82552,0.85243,0.85599,0.85278,0.88348,0.86826,0.8731,0.88848,0.89472,0.87743,0.85229,0.88207,0.88195,0.89199,0.89341,0.88116,0.87434,0.87875,0.87086,0.88078,0.89189,0,0.40182,0.8569,0.82128,0.70857,0.83551,0.84573,0.84616,0.87101,0.87596,0.87328,0.89123,0.87051,0.84865,0.85429,0.87354,0.86488,0.86517,0.85741,0.85569,0.87811,0.87402,0.87596,0.87725,0.85332,0.87352,0.85961,0.8724,0.87408,0.8639,0.88189,0.8356,0.86344,0.83764,0.85079,0.85525,0.89232,0.8815,0.88565,0.87351,0.88418,0.87208,0.88627,0.84402,0.86798,0.86272,0.87528,0.86356,0.86745,0.86939,0.8574,0.87584,0.8779,0.84716,0.87937,0.86864,0.87577,0.87347,0.88312,0.8768,0.88991,0.88505,0.79723,0.84383,0.84484,0.82037,0.83996,0.86273,0.86286,0.85901,0.87106,0.82668,0.8663,0.85673,0.8189,0.85405,0.83484,0.83844,0.86361,0.88586,0.83787,0.87303,0.88708,0.86996,0.8666,0.8593,0.86481,0.8757,0.85963,0.87355,0.87353,0.85918,0.82759,0.86924,0.87513,0.86938,0.87609,0.87102,0.86841,0.89417,0.88051,0.89955,0.90404,0.87203,0.8327,0.85321,0.88101,0.88483,0.86176,0.87676,0.89389,0.85768,0.8667,0.85242,0.87866,0.85978,0.84738,0.88706,0.89982,0.87601,0.87829,0.88264,0.85413,0.87446,0.87733,0.88283,0.86954,0.8857,0.88916,0.88185,0.83798,0.83449,0.85682,0.86603,0.86387,0.86976,0.8666,0.87179,0.87602,0.88682,0.80793
"O14976",0.89224,0.90134,0.8676,0.89389,0.85091,0.80892,0.85206,0.80585,0.80852,0.79076,0.77522,0.80693,0.84495,0.87302,0.8574,0.85395,0.83894,0.8726,0.8389,0.86132,0.82718,0.84714,0.87414,0.81258,0.83063,0.86083,0.85133,0.86173,0.80766,0.85681,0.85504,0.83272,0.865,0.86468,0.87334,0.86591,0.86928,0.84225,0.80263,0.83418,0.82923,0.85446,0.8491,0.85093,0.8541,0.87435,0.88982,0.87474,0.8736,0.88538,0.88938,0.89158,0.82658,0.89168,0.88314,0.89585,0.88747,0.88607,0.88287,0.88905,0.87825,0.87832,0.87915,0.40182,0,0.81657,0.82988,0.71386,0.81625,0.79679,0.80484,0.87205,0.87811,0.86946,0.87939,0.89141,0.87773,0.848,0.87974,0.87678,0.88403,0.86316,0.85826,0.87636,0.86258,0.87869,0.87634,0.8724,0.88353,0.86688,0.87459,0.87974,0.85926,0.85882,0.85219,0.86773,0.87971,0.8766,0.87675,0.8891,0.87364,0.86717,0.88024,0.86843,0.8707,0.87515,0.88232,0.88507,0.88847,0.87299,0.86231,0.83303,0.87366,0.84941,0.88082,0.85832,0.83761,0.88734,0.8826,0.85103,0.90181,0.88434,0.87575,0.87878,0.87793,0.82116,0.87317,0.83518,0.85644,0.84056,0.85621,0.84528,0.86428,0.86155,0.85151,0.83992,0.83439,0.83138,0.86571,0.83402,0.85282,0.85988,0.89382,0.86589,0.85769,0.86899,0.86724,0.84411,0.86609,0.83724,0.83897,0.86329,0.86979,0.86753,0.87743,0.86512,0.86433,0.84765,0.8756,0.87512,0.89271,0.87695,0.88799,0.88025,0.87048,0.8755,0.87348,0.85196,0.87586,0.87129,0.88161,0.85534,0.88563,0.89654,0.88849,0.87045,0.83563,0.87574,0.88045,0.8483,0.89444,0.8874,0.874,0.86525,0.88625,0.8828,0.83404,0.86987,0.85885,0.85866,0.86806,0.87353,0.85823,0.87617,0.87285,0.86469,0.86146,0.85245,0.86893,0.8806,0.86845,0.88098,0.88435,0.83837
"P60484",0.89181,0.8962,0.89157,0.89689,0.843,0.87579,0.86433,0.86657,0.80945,0.85255,0.84479,0.8196,0.85088,0.86334,0.86492,0.86673,0.84046,0.86391,0.84862,0.84279,0.87862,0.86801,0.8556,0.86863,0.84262,0.8662,0.87808,0.85998,0.83314,0.84999,0.85228,0.85034,0.87458,0.86414,0.8729,0.79932,0.79812,0.80221,0.8546,0.84109,0.84605,0.87146,0.84565,0.85133,0.87436,0.84431,0.87421,0.88391,0.85281,0.86536,0.89719,0.88202,0.85492,0.87902,0.8681,0.89903,0.88706,0.89175,0.87924,0.8974,0.87599,0.8814,0.8785,0.8569,0.81657,0,0.8238,0.83399,0.76184,0.61337,0.61172,0.88016,0.86914,0.86823,0.85739,0.87479,0.89025,0.86649,0.8873,0.87536,0.87158,0.88602,0.8625,0.8726,0.8739,0.87157,0.86391,0.88875,0.88593,0.87133,0.87389,0.88115,0.88234,0.87862,0.86566,0.87269,0.86348,0.86166,0.88233,0.87831,0.89249,0.84411,0.88678,0.84464,0.88821,0.84497,0.85294,0.85828,0.87951,0.88299,0.87741,0.87896,0.84779,0.88357,0.87387,0.8715,0.84291,0.87623,0.8767,0.86515,0.88484,0.87018,0.87314,0.87982,0.87233,0.8568,0.87408,0.871,0.85802,0.87012,0.88253,0.87678,0.84794,0.87131,0.85348,0.86204,0.80092,0.86252,0.86544,0.86576,0.86955,0.8802,0.88478,0.87702,0.85194,0.87799,0.87031,0.8668,0.86877,0.84353,0.86629,0.87555,0.84746,0.86424,0.84974,0.85402,0.86914,0.85599,0.86977,0.88527,0.86851,0.88553,0.88182,0.89103,0.88674,0.87989,0.88325,0.83097,0.8888,0.88713,0.90239,0.85904,0.86689,0.86504,0.88074,0.88038,0.86776,0.87185,0.8386,0.83952,0.89121,0.88729,0.88299,0.88394,0.86778,0.87381,0.86536,0.8854,0.84855,0.86542,0.86569,0.84598,0.8654,0.8874,0.88142,0.87883,0.86341,0.88995,0.85753,0.89118,0.86643,0.87212,0.89223,0.86302
"Q9HBL0",0.8957,0.88918,0.89378,0.8846,0.85385,0.83932,0.79934,0.8122,0.81992,0.81143,0.82816,0.79512,0.80935,0.85648,0.85405,0.83193,0.85794,0.79859,0.84017,0.83055,0.83843,0.84894,0.83952,0.82084,0.83058,0.83188,0.85407,0.8507,0.83782,0.84995,0.86742,0.84047,0.83301,0.83767,0.8308,0.8571,0.85068,0.83213,0.84157,0.81147,0.87304,0.85267,0.85118,0.83273,0.85599,0.83712,0.87069,0.89355,0.87646,0.8792,0.8704,0.89578,0.86488,0.88928,0.87995,0.86753,0.89785,0.87396,0.87184,0.87203,0.86404,0.86672,0.86276,0.82128,0.82988,0.8238,0,0.54844,0.38227,0.82578,0.82897,0.87964,0.86303,0.84588,0.87423,0.86322,0.86075,0.87465,0.87186,0.8601,0.81809,0.88626,0.87329,0.86736,0.86948,0.87921,0.86246,0.87227,0.86254,0.87307,0.86332,0.87791,0.87073,0.86721,0.83682,0.87989,0.86714,0.84545,0.87,0.88088,0.86355,0.85418,0.86753,0.8574,0.86098,0.86278,0.86386,0.86522,0.87038,0.83736,0.86543,0.84858,0.8678,0.86502,0.86277,0.86618,0.84121,0.86521,0.87879,0.85739,0.88234,0.87606,0.88333,0.88518,0.88488,0.81227,0.85044,0.80465,0.79919,0.81362,0.85564,0.85341,0.86124,0.85937,0.82769,0.85665,0.84694,0.82632,0.82117,0.84838,0.82118,0.81821,0.89457,0.86689,0.86671,0.85434,0.86341,0.84046,0.8419,0.82785,0.83907,0.86757,0.87938,0.84395,0.86647,0.86279,0.86483,0.85399,0.86578,0.8795,0.88032,0.87842,0.88233,0.87403,0.88166,0.88396,0.8807,0.83595,0.86616,0.88754,0.89263,0.8398,0.86417,0.87954,0.87359,0.8661,0.87205,0.8839,0.85787,0.86336,0.89598,0.87731,0.89023,0.88287,0.86289,0.86934,0.80507,0.863,0.83307,0.85588,0.87232,0.85614,0.85913,0.88254,0.87574,0.79469,0.80854,0.79571,0.88413,0.86664,0.8729,0.87048,0.88651,0.76981
"Q63HR2",0.88952,0.87748,0.87787,0.88047,0.85363,0.84906,0.86153,0.83466,0.86534,0.84331,0.84579,0.87047,0.84047,0.87415,0.85589,0.833,0.82146,0.81023,0.84649,0.82755,0.87145,0.87628,0.87047,0.8446,0.85965,0.86042,0.81742,0.85953,0.8361,0.86024,0.8644,0.8415,0.86061,0.86607,0.86621,0.84129,0.85595,0.8338,0.86405,0.85626,0.85888,0.85515,0.84226,0.85094,0.84352,0.8708,0.86665,0.84634,0.87573,0.8959,0.88394,0.88873,0.86452,0.88153,0.88943,0.87857,0.88506,0.87132,0.88695,0.88313,0.86249,0.8573,0.88945,0.70857,0.71386,0.83399,0.54844,0,0.50058,0.80989,0.81233,0.86423,0.88141,0.84248,0.84762,0.83387,0.86901,0.86314,0.87759,0.88536,0.85493,0.88859,0.8753,0.88995,0.88819,0.88076,0.87559,0.86336,0.87912,0.82955,0.8796,0.85018,0.85819,0.87992,0.87438,0.86446,0.89116,0.87887,0.87229,0.87075,0.87745,0.89222,0.86939,0.89132,0.87814,0.89158,0.87959,0.86819,0.8795,0.86864,0.8677,0.86392,0.88086,0.87329,0.86987,0.86442,0.87554,0.88513,0.87376,0.88548,0.88027,0.89728,0.8927,0.84983,0.86039,0.86386,0.84614,0.8473,0.83358,0.85745,0.86966,0.8585,0.85975,0.8517,0.87527,0.81792,0.8719,0.84907,0.84796,0.83478,0.86562,0.85842,0.88032,0.84239,0.87724,0.83986,0.87923,0.86685,0.86904,0.80718,0.86461,0.86742,0.87529,0.87065,0.87093,0.83169,0.85603,0.8614,0.87044,0.86599,0.87367,0.86889,0.88804,0.8745,0.87201,0.8881,0.89072,0.84763,0.88108,0.88546,0.88504,0.85867,0.87774,0.86999,0.8698,0.86237,0.86485,0.88909,0.86621,0.86398,0.89136,0.85805,0.86168,0.88674,0.86248,0.89396,0.87267,0.83268,0.84087,0.85822,0.884,0.87257,0.88021,0.86092,0.86932,0.85949,0.83935,0.84641,0.87269,0.89022,0.86982,0.90117,0.87725,0.86142
"Q68CZ2",0.88901,0.88043,0.89801,0.89704,0.85669,0.79369,0.83142,0.78939,0.82186,0.82703,0.84141,0.82344,0.8261,0.85473,0.85654,0.8524,0.84173,0.84225,0.86837,0.84533,0.85358,0.83848,0.85773,0.83543,0.83758,0.85755,0.80388,0.85198,0.84134,0.85162,0.85039,0.85762,0.84413,0.84639,0.79703,0.82894,0.83897,0.84202,0.85602,0.84213,0.85893,0.84455,0.83924,0.81236,0.84394,0.82351,0.84566,0.87391,0.88387,0.89207,0.87999,0.87269,0.8316,0.88619,0.8911,0.87816,0.88554,0.87014,0.88423,0.87077,0.8784,0.87883,0.89186,0.83551,0.81625,0.76184,0.38227,0.50058,0,0.75546,0.75233,0.86876,0.86974,0.86063,0.8866,0.8359,0.85939,0.86941,0.86596,0.84258,0.88185,0.86252,0.83933,0.83865,0.86493,0.85134,0.88342,0.87322,0.8556,0.86418,0.87243,0.87159,0.88132,0.85648,0.8646,0.86815,0.85145,0.87012,0.83406,0.87903,0.83606,0.86698,0.83408,0.85721,0.82849,0.86887,0.86574,0.83783,0.85588,0.86997,0.87053,0.87871,0.87761,0.87251,0.83609,0.88114,0.87221,0.8274,0.8858,0.86104,0.87949,0.84622,0.88289,0.85577,0.85012,0.85023,0.84702,0.82553,0.82882,0.80794,0.87217,0.87697,0.86983,0.85582,0.85499,0.82893,0.81825,0.84637,0.85953,0.84408,0.83677,0.81738,0.90004,0.85814,0.83082,0.85683,0.89262,0.85013,0.83074,0.84442,0.85801,0.86316,0.83825,0.85319,0.86253,0.85525,0.88061,0.86929,0.86182,0.8668,0.86615,0.88328,0.891,0.88336,0.89737,0.89264,0.88961,0.79836,0.86952,0.8612,0.88465,0.85461,0.87287,0.89801,0.868,0.87634,0.88257,0.87887,0.84562,0.86254,0.87722,0.88419,0.8763,0.88842,0.87253,0.87959,0.84704,0.86433,0.81902,0.82383,0.84551,0.84796,0.84932,0.87796,0.88292,0.7935,0.80263,0.78984,0.88383,0.88665,0.85826,0.88169,0.88692,0.82657
"P56180",0.88784,0.8964,0.88857,0.88446,0.86222,0.85708,0.84506,0.87405,0.81888,0.87735,0.86309,0.86156,0.85512,0.86755,0.84827,0.85075,0.87195,0.85095,0.85303,0.82677,0.86437,0.8865,0.84508,0.86991,0.8898,0.8348,0.8456,0.85118,0.84919,0.83544,0.83264,0.86809,0.85633,0.85713,0.87154,0.84958,0.86415,0.87529,0.85516,0.85732,0.87527,0.83642,0.85731,0.86649,0.86159,0.83831,0.88534,0.88929,0.88002,0.89944,0.87988,0.898,0.8487,0.88153,0.8946,0.89844,0.89464,0.88731,0.89202,0.86366,0.89859,0.86842,0.8882,0.84573,0.79679,0.61337,0.82578,0.80989,0.75546,0,0.12875,0.8707,0.85458,0.88389,0.86947,0.89559,0.88411,0.88186,0.87487,0.86277,0.86208,0.88316,0.88156,0.88215,0.87742,0.88171,0.87491,0.88167,0.87865,0.88854,0.83442,0.87687,0.87477,0.83728,0.89077,0.89117,0.87504,0.86759,0.88708,0.86246,0.87713,0.84326,0.8833,0.87626,0.89245,0.84325,0.87924,0.8592,0.88984,0.87525,0.86908,0.86673,0.86693,0.86883,0.87234,0.87824,0.86523,0.87554,0.87023,0.87478,0.86796,0.86178,0.86471,0.88265,0.8857,0.8462,0.84689,0.86584,0.85845,0.83751,0.88102,0.88289,0.87922,0.86742,0.8313,0.86429,0.86662,0.84237,0.86614,0.86071,0.87061,0.86431,0.87539,0.85171,0.84474,0.87269,0.87454,0.86915,0.8782,0.85826,0.87092,0.86744,0.86161,0.84065,0.87928,0.86194,0.85457,0.87572,0.88609,0.88148,0.88091,0.86869,0.88739,0.8725,0.85087,0.89452,0.88769,0.82115,0.87986,0.87861,0.89057,0.86958,0.89044,0.87913,0.86924,0.87664,0.87669,0.87487,0.88774,0.86978,0.88842,0.88075,0.88937,0.86608,0.82084,0.87047,0.89203,0.85656,0.87681,0.87064,0.88064,0.88563,0.88123,0.87519,0.87926,0.86838,0.85514,0.86711,0.84931,0.89006,0.87476,0.88553,0.87858,0.86102
"Q6XPS3",0.895,0.89765,0.90131,0.89755,0.85954,0.85148,0.83026,0.86382,0.84051,0.8676,0.85243,0.86215,0.83169,0.85624,0.85945,0.84882,0.8681,0.84338,0.84846,0.84876,0.86924,0.87576,0.84793,0.8529,0.88541,0.84233,0.84414,0.86071,0.84562,0.82042,0.84389,0.84412,0.86888,0.87359,0.87877,0.86991,0.8514,0.85564,0.86072,0.85182,0.86286,0.82603,0.85098,0.85596,0.86952,0.86009,0.894,0.88792,0.89288,0.8696,0.86626,0.8908,0.84416,0.88627,0.8836,0.88667,0.88122,0.87917,0.88391,0.8676,0.87892,0.88111,0.88303,0.84616,0.80484,0.61172,0.82897,0.81233,0.75233,0.12875,0,0.8694,0.86501,0.87292,0.85634,0.8761,0.87198,0.86843,0.86193,0.87037,0.87321,0.87917,0.85475,0.8907,0.8811,0.85346,0.87492,0.88763,0.87376,0.87717,0.8572,0.88569,0.86511,0.8414,0.87638,0.89332,0.88476,0.857,0.87692,0.8716,0.87195,0.85813,0.87303,0.87263,0.87653,0.86514,0.86371,0.88241,0.88768,0.87265,0.85276,0.87121,0.84124,0.87843,0.84806,0.88655,0.86528,0.88367,0.86287,0.86801,0.88867,0.87042,0.87179,0.87624,0.8727,0.85891,0.87049,0.86166,0.85754,0.86107,0.88283,0.85956,0.89196,0.86451,0.81394,0.85575,0.84274,0.86306,0.87484,0.86411,0.88108,0.84577,0.87527,0.85197,0.84983,0.87555,0.88126,0.88099,0.87932,0.84525,0.87402,0.87482,0.86596,0.84821,0.87347,0.83453,0.84863,0.86842,0.88505,0.89527,0.88333,0.87509,0.89722,0.87716,0.87299,0.89179,0.88937,0.83476,0.87484,0.88265,0.88718,0.88165,0.87886,0.88006,0.87119,0.8893,0.86452,0.88259,0.8915,0.86657,0.89529,0.86064,0.86385,0.84743,0.82872,0.87147,0.86839,0.87015,0.85749,0.8885,0.88183,0.8752,0.88255,0.88576,0.88919,0.8809,0.87648,0.87755,0.85218,0.86863,0.87508,0.88243,0.88438,0.85684
"P18031",0.85942,0.86671,0.88276,0.8892,0.88124,0.85376,0.88484,0.87042,0.88509,0.87896,0.83825,0.86805,0.84869,0.87701,0.85548,0.88261,0.86438,0.8389,0.85041,0.87496,0.87856,0.87404,0.8714,0.87994,0.86291,0.88743,0.86092,0.8768,0.87263,0.85347,0.84665,0.86628,0.86968,0.85611,0.82763,0.84398,0.852,0.87318,0.86176,0.85668,0.86235,0.85527,0.87304,0.88093,0.87275,0.87012,0.86868,0.89461,0.88204,0.89494,0.88304,0.87595,0.8461,0.8923,0.87725,0.88356,0.87781,0.89037,0.88835,0.8885,0.85848,0.87407,0.88528,0.87101,0.87205,0.88016,0.87964,0.86423,0.86876,0.8707,0.8694,0,0.65818,0.85847,0.84882,0.84822,0.8125,0.85768,0.83038,0.79326,0.80986,0.79606,0.76739,0.86271,0.829,0.76401,0.83602,0.82869,0.86501,0.7582,0.82104,0.86253,0.73651,0.79464,0.74202,0.72284,0.84118,0.8385,0.88072,0.8578,0.85387,0.78773,0.84223,0.79108,0.82774,0.7877,0.87899,0.84215,0.87289,0.82003,0.86218,0.85742,0.83817,0.86458,0.82777,0.864,0.85862,0.80541,0.84802,0.84308,0.88616,0.87814,0.86382,0.88213,0.87713,0.89051,0.87954,0.88465,0.87188,0.84867,0.86819,0.83794,0.87342,0.85972,0.86941,0.88423,0.86705,0.86979,0.86663,0.87187,0.84894,0.8818,0.89882,0.86996,0.87269,0.87368,0.87763,0.86319,0.88424,0.84784,0.87065,0.844,0.87716,0.86904,0.87383,0.89028,0.87299,0.88417,0.86663,0.87654,0.88383,0.88568,0.88532,0.88343,0.87581,0.88791,0.88807,0.87483,0.87127,0.89127,0.88306,0.85741,0.86262,0.87801,0.88066,0.89143,0.87534,0.89185,0.86696,0.83433,0.88687,0.88441,0.89102,0.87183,0.87357,0.86324,0.87639,0.89385,0.87981,0.87186,0.87111,0.87654,0.87439,0.88303,0.88437,0.86948,0.86059,0.87848,0.87457,0.85915,0.87288,0.88419,0.87634,0.86972
